video,frame,face_box,blur_score,occlusion_score,quality_score
002_interview,000031.jpg,"[19,28,204,204]",1.0,0.0999,0.9001
002_interview,000032.jpg,"[19,27,206,206]",1.0,0.1014,0.8986
002_interview,000033.jpg,"[23,27,207,207]",1.0,0.0878,0.9122
002_interview,000034.jpg,"[26,29,209,209]",1.0,0.077,0.923
002_interview,000035.jpg,"[22,25,196,196]",1.0,0.0982,0.9018
002_interview,000036.jpg,"[23,17,213,213]",1.0,0.0636,0.9364
002_interview,000037.jpg,"[8,16,212,212]",1.0,0.1049,0.8951
002_interview,000038.jpg,"[7,17,229,229]",0.9997,0.1036,0.8961
002_interview,000039.jpg,"[27,35,225,225]",0.9994,0.0719,0.9275
002_interview,000040.jpg,"[52,27,199,199]",1.0,0.0927,0.9073
002_interview,000041.jpg,"[33,29,210,210]",1.0,0.061,0.939
002_interview,000042.jpg,"[26,26,174,174]",0.9541,0.0683,0.8889
002_interview,000043.jpg,"[26,25,171,171]",0.9208,0.0584,0.867
002_interview,000044.jpg,"[21,15,177,177]",0.9029,0.078,0.8325
002_interview,000045.jpg,"[30,22,155,155]",1.0,0.0689,0.9311
002_interview,000046.jpg,"[36,26,152,152]",1.0,0.0702,0.9298
002_interview,000047.jpg,"[35,27,153,153]",1.0,0.0818,0.9182
002_interview,000048.jpg,"[5,22,258,258]",0.5172,0.0811,0.4753
002_interview,000049.jpg,"[9,16,258,258]",0.4173,0.0585,0.3929
002_interview,000050.jpg,"[24,28,266,266]",0.6898,0.0586,0.6494
002_interview,000051.jpg,"[29,29,173,173]",0.8459,0.0716,0.7853
002_interview,000052.jpg,"[24,25,169,169]",0.9897,0.0747,0.9158
002_interview,000053.jpg,"[34,24,155,155]",1.0,0.0643,0.9357
002_interview,000054.jpg,"[33,27,155,155]",1.0,0.0682,0.9318
002_interview,000055.jpg,"[15,25,266,266]",1.0,0.0669,0.9331
002_interview,000056.jpg,"[15,31,259,259]",0.606,0.0875,0.553
002_interview,000057.jpg,"[23,30,214,214]",1.0,0.0948,0.9052
002_interview,000058.jpg,"[19,20,230,230]",1.0,0.0789,0.9211
002_interview,000059.jpg,"[31,28,220,220]",1.0,0.0694,0.9306
002_interview,000060.jpg,"[29,30,218,218]",1.0,0.0858,0.9142
002_interview,000061.jpg,"[34,19,230,230]",1.0,0.0623,0.9377
002_interview,000062.jpg,"[27,33,131,131]",0.9895,0.0779,0.9124
002_interview,000063.jpg,"[26,22,138,138]",0.9992,0.0704,0.9289
002_interview,000064.jpg,"[25,26,139,139]",0.9975,0.0663,0.9314
002_interview,000065.jpg,"[19,20,142,142]",0.9997,0.0669,0.9328
002_interview,000066.jpg,"[26,27,141,141]",0.9981,0.0832,0.9151
002_interview,000067.jpg,"[28,18,216,216]",1.0,0.0644,0.9356
002_interview,000068.jpg,"[37,26,217,217]",1.0,0.0594,0.9406
002_interview,000069.jpg,"[28,27,225,225]",1.0,0.0972,0.9028
002_interview,000070.jpg,"[29,22,136,136]",1.0,0.0654,0.9346
002_interview,000071.jpg,"[26,15,138,138]",0.9996,0.0583,0.9413
002_interview,000072.jpg,"[19,13,129,129]",1.0,0.0655,0.9345
002_interview,000073.jpg,"[28,22,129,129]",1.0,0.0638,0.9362
002_interview,000074.jpg,"[35,26,132,132]",0.9977,0.0598,0.938
002_interview,000075.jpg,"[33,19,219,219]",0.9999,0.0639,0.936
002_interview,000076.jpg,"[26,14,134,134]",1.0,0.0666,0.9334
002_interview,000077.jpg,"[29,20,138,138]",0.9999,0.0629,0.937
002_interview,000078.jpg,"[37,25,146,146]",1.0,0.0899,0.9101
002_interview,000079.jpg,"[35,29,153,153]",1.0,0.0697,0.9303
002_interview,000080.jpg,"[34,36,149,149]",1.0,0.0782,0.9218
002_interview,000081.jpg,"[37,29,159,159]",1.0,0.0794,0.9206
002_interview,000082.jpg,"[37,21,153,153]",0.9619,0.0832,0.8819
002_interview,000083.jpg,"[32,19,154,154]",0.9309,0.0837,0.853
002_interview,000084.jpg,"[33,30,147,147]",1.0,0.0809,0.9191
002_interview,000085.jpg,"[21,17,160,160]",0.9869,0.0659,0.9219
002_interview,000086.jpg,"[27,18,153,153]",0.9752,0.0715,0.9055
002_interview,000087.jpg,"[23,18,155,155]",0.934,0.0726,0.8662
002_interview,000088.jpg,"[22,19,148,148]",0.966,0.0863,0.8826
002_interview,000089.jpg,"[21,15,154,154]",0.9963,0.0699,0.9267
002_interview,000090.jpg,"[27,28,141,141]",1.0,0.1223,0.8777
002_interview,000091.jpg,"[29,31,171,171]",0.9999,0.1419,0.858
002_interview,000092.jpg,"[26,28,150,150]",1.0,0.0875,0.9125
002_interview,000093.jpg,"[33,35,152,152]",1.0,0.0819,0.9181
002_interview,000094.jpg,"[33,35,150,150]",1.0,0.0914,0.9086
002_interview,000095.jpg,"[32,31,153,153]",1.0,0.0909,0.9091
002_interview,000096.jpg,"[26,25,151,151]",0.9998,0.0805,0.9193
002_interview,000097.jpg,"[21,22,156,156]",0.9987,0.0594,0.9394
002_interview,000098.jpg,"[25,25,152,152]",0.9974,0.0763,0.9213
002_interview,000099.jpg,"[26,23,152,152]",0.9682,0.0627,0.9075
002_interview,000100.jpg,"[27,21,157,157]",0.9998,0.0664,0.9334
002_interview,000101.jpg,"[29,22,154,154]",0.9999,0.073,0.9269
002_interview,000102.jpg,"[24,21,154,154]",0.995,0.0689,0.9264
002_interview,000103.jpg,"[26,19,156,156]",0.9956,0.0757,0.9202
002_interview,000104.jpg,"[26,20,145,145]",1.0,0.1549,0.8451
002_interview,000105.jpg,"[35,27,153,153]",1.0,0.093,0.907
002_interview,000106.jpg,"[29,24,152,152]",1.0,0.0794,0.9206
002_interview,000107.jpg,"[31,28,153,153]",1.0,0.0641,0.9359
002_interview,000108.jpg,"[26,19,137,137]",0.9996,0.062,0.9376
002_interview,000109.jpg,"[29,25,135,135]",0.9997,0.0661,0.9336
002_interview,000110.jpg,"[20,23,192,192]",0.953,0.0636,0.8924
002_interview,000111.jpg,"[32,27,159,159]",1.0,0.0689,0.9311
002_interview,000112.jpg,"[26,17,130,130]",0.9997,0.0581,0.9416
002_interview,000113.jpg,"[28,29,147,147]",1.0,0.0647,0.9353
002_interview,000114.jpg,"[29,27,157,157]",1.0,0.0674,0.9326
002_interview,000115.jpg,"[29,19,129,129]",0.9999,0.0513,0.9486
002_interview,000116.jpg,"[32,25,131,131]",1.0,0.0573,0.9427
002_interview,000117.jpg,"[30,21,131,131]",0.9994,0.0602,0.9392
002_interview,000118.jpg,"[31,33,125,125]",1.0,0.0729,0.9271
002_interview,000119.jpg,"[32,32,127,127]",1.0,0.0681,0.9319
002_interview,000120.jpg,"[23,23,188,188]",0.9568,0.0668,0.8929
002_interview,000121.jpg,"[25,26,188,188]",0.9875,0.0682,0.9202
002_interview,000122.jpg,"[29,14,206,206]",1.0,0.0683,0.9317
002_interview,000123.jpg,"[24,30,153,153]",0.9984,0.0677,0.9308
002_interview,000124.jpg,"[32,24,154,154]",0.9828,0.0649,0.919
002_interview,000125.jpg,"[31,23,162,162]",0.9916,0.0636,0.9285
002_interview,000126.jpg,"[26,23,155,155]",0.9921,0.0674,0.9252
002_interview,000127.jpg,"[30,39,136,136]",1.0,0.1337,0.8663
002_interview,000128.jpg,"[29,27,148,148]",1.0,0.0888,0.9112
002_interview,000129.jpg,"[39,19,218,218]",1.0,0.0778,0.9222
002_interview,000130.jpg,"[35,17,226,226]",0.9999,0.0709,0.929
002_interview,000131.jpg,"[40,16,213,213]",0.9999,0.0789,0.921
002_interview,000132.jpg,"[22,22,130,130]",1.0,0.0672,0.9328
002_interview,000133.jpg,"[22,19,135,135]",1.0,0.0892,0.9108
002_interview,000134.jpg,"[22,17,133,133]",1.0,0.0815,0.9185
002_interview,000135.jpg,"[20,19,130,130]",1.0,0.1033,0.8967
002_interview,000136.jpg,"[25,19,131,131]",0.9971,0.0751,0.9222
002_interview,000137.jpg,"[30,27,151,151]",1.0,0.0633,0.9367
002_interview,000138.jpg,"[22,20,135,135]",1.0,0.0659,0.9341
002_interview,000139.jpg,"[18,14,136,136]",1.0,0.0689,0.9311
002_interview,000140.jpg,"[24,17,137,137]",1.0,0.0749,0.9251
002_interview,000141.jpg,"[35,23,158,158]",1.0,0.0612,0.9388
002_interview,000142.jpg,"[27,28,156,156]",1.0,0.0661,0.9339
002_interview,000143.jpg,"[31,24,129,129]",1.0,0.0647,0.9353
002_interview,000144.jpg,"[17,20,192,192]",0.981,0.0552,0.9268
002_interview,000145.jpg,"[19,20,186,186]",0.8914,0.0545,0.8428
002_interview,000146.jpg,"[25,25,183,183]",0.8229,0.0632,0.7709
002_interview,000147.jpg,"[32,28,153,153]",1.0,0.0506,0.9494
002_interview,000148.jpg,"[27,27,155,155]",1.0,0.051,0.949
002_interview,000149.jpg,"[34,27,135,135]",1.0,0.0662,0.9338
002_interview,000150.jpg,"[23,24,132,132]",0.9982,0.0646,0.9337
002_interview,000151.jpg,"[35,27,160,160]",1.0,0.0649,0.9351
002_interview,000152.jpg,"[30,25,188,188]",0.8797,0.0671,0.8207
002_interview,000153.jpg,"[37,26,149,149]",1.0,0.0777,0.9223
002_interview,000154.jpg,"[33,21,159,159]",1.0,0.0887,0.9113
